2024-08-10 10:59:54,"호호 부는 튜브","파산여부 답 선형회귀 맞나요 "
2024-08-10 10:59:58,"권투하는 무지","아니 근데 이거 3일의전사 쌉가능인데요?"
2024-08-10 11:00:01,"파이팅팅","그이까요"
2024-08-10 11:00:03,"권투하는 무지","60은 충분히 나올듯"
2024-08-10 11:00:04,"부끄러운 어피치","저는 이거 했어요…."
2024-08-10 11:00:05,"가즈아","EM 알고리즘 
향상도
Mallcow cp. (2번)
alpha (p value 아님) 
무조건 제거 아님
후진선택법은 상수암을때까지 제거히는게아님(정답 2)
공통저변 문제는 공통(누구나접속)  이거하나만. 쉬움
전략적중요도
최적화 (도활확최)
insight (통찰)
엘보우계수
분산감소량 (분류모델 로직아닌것)
사과는 4/10
Apriori는 적정 지지도 기반에서 분석하는것
시그모이드가 아님
질변 9/20
t통계량 1번 
speed 
선형회귀 (분류모델이아님)"
2024-08-10 11:04:31,"졸린 라이언","졸린 라이언님이 들어왔습니다."
2024-08-10 11:04:34,"소심한 네오","소심한 네오님이 들어왔습니다."
2024-08-10 11:04:34,"열심히 일하는 네오","열심히 일하는 네오님이 들어왔습니다."
2024-08-10 11:04:34,"리듬타는 제이지","전 1번했어요 50번"
2024-08-10 11:04:37,"권투하는 무지","마지막 문제 답 머임?"
2024-08-10 11:04:37,"코파","나이스 향상도 굿"
2024-08-10 11:04:39,"기타치는 튜브","저두"
2024-08-10 11:04:41,"좌절하는 라이언","좌절하는 라이언님이 나갔습니다."
2024-08-10 11:04:42,"코파","근데 문제가"
2024-08-10 11:04:44,"선풍기 바람 쐬는 어피치","향상도 햇믄제..."
2024-08-10 11:04:45,"qq","시험 보는데 똥마려워서 힘들엇음"
2024-08-10 11:04:45,"엄지척 프로도","저도 마지막 1번"
2024-08-10 11:04:47,"포로리","포로리님이 들어왔습니다."
2024-08-10 11:04:47,"코파","거저주는 문제만 잘 풀어도"
2024-08-10 11:04:47,"일하기 싫은 네오","아50번 ㅜ2번했는데ㅜ"
2024-08-10 11:04:49,"단호한 프로도","향상도네요"
2024-08-10 11:04:49,"adsp ㅠ","adsp ㅠ님이 나갔습니다."
2024-08-10 11:04:51,"머리 빗는 네오","저도 마지막1번"
2024-08-10 11:04:51,"리듬타는 제이지","문제에 증가비율 나왔을걸요?"
2024-08-10 11:04:51,"엄지척 제이지","엄지척 제이지님이 나갔습니다."
2024-08-10 11:04:52,"피자 먹다 자는 무지","49번 향상도 아녀용??"
2024-08-10 11:04:52,"뿅뿅 네오","뿅뿅 네오님이 들어왔습니다."
2024-08-10 11:04:52,"신나는 프로도","향상도 맞아요"
2024-08-10 11:04:52,"Gdxv","다들 왜케 공부 잘함"
2024-08-10 11:04:53,"즐거운 네오","향상도 야미"
2024-08-10 11:04:54,"하이하이","답이 뭐죠?"
2024-08-10 11:04:54,"청소하는 튜브","47-50 쭉 2번이라 적었는디ㅠㅠ"
2024-08-10 11:04:55,"코파","54점은 맞던데"
2024-08-10 11:04:55,"파이팅하는 무지","파이팅하는 무지님이 나갔습니다."
2024-08-10 11:04:57,"하트뽀뽀 어피치","저도 1번"
2024-08-10 11:04:57,"권투하는 무지","저도 마지막 2번 한거같은데"
2024-08-10 11:04:58,"코파","제가 계산해보니까"
2024-08-10 11:04:59,"신나는 프로도","50번 문제"
2024-08-10 11:04:59,"머리 빗는 네오","여러뷴 앙상블은 뭔가요 ㅠ "
2024-08-10 11:05:01,"즐거운 네오","ApI인가요 라이브러리인가요"
2024-08-10 11:05:02,"신나는 프로도","뭔가요?ㅔ기억이"
2024-08-10 11:05:03,"신나는 프로도","안나요"
2024-08-10 11:05:03,"졸린 라이언","졸린 라이언님이 들어왔습니다."
2024-08-10 11:05:05,"코파","거저주는 문제만 풀어도 54점 먹고 들어가요"
2024-08-10 11:05:05,"선풍기 바람 쐬는 어피치","시그모이드햇어여"
2024-08-10 11:05:06,"선풍기 바람 쐬는 어피치","앙상블"
2024-08-10 11:05:08,"울고있는 어피치","시그모이드?"
2024-08-10 11:05:09,"아이디어 프로도","안상블 스틸인가 그거임"
2024-08-10 11:05:09,"신나는 프로도","3과목 과락 12개죠?"
2024-08-10 11:05:10,"하트뽀뽀 어피치","네"
2024-08-10 11:05:10,"기타치는 튜브","어 저두"
2024-08-10 11:05:10,"멋젱이","생각보다 여자분이 많네요"
2024-08-10 11:05:12,"리듬타는 제이지","앙상블 시그모이드 ㅇㅇ"
2024-08-10 11:05:13,"하트뽀뽀 어피치","앙상블 시그모이드"
2024-08-10 11:05:15,"아이디어 프로도","스태킹 아님?ㅐ"
2024-08-10 11:05:15,"머리 빗는 네오","시그모이드가 답맞죠?"
2024-08-10 11:05:16,"부끄러운 어피치","시그모이드, 1번이요"
2024-08-10 11:05:17,"머리 빗는 네오","하이씨.. "
2024-08-10 11:05:18,"아이디어 프로도","아 ㅅㅂ ㅠㅠ"
2024-08-10 11:05:18,"즐거운 네오","시그모이드임"
2024-08-10 11:05:19,"리듬타는 제이지","스태킹 ㅇㅇ"
2024-08-10 11:05:20,"엄지척 제이지","엄지척 제이지님이 들어왔습니다."
2024-08-10 11:05:20,"머리 빗는 네오","스태킹 보드고 뇌정지와서"
2024-08-10 11:05:21,"머리 빗는 네오","고민하다  햇는데 ㅠ "
